title,"count TW","count total",key,publisher,url
"AUM Fish Collection",11,66983,d499aef2-b1d9-4890-aeb3-5f0d1237b513,"Auburn University Museum DiGIR Provider",https://www.gbif.org/dataset/d499aef2-b1d9-4890-aeb3-5f0d1237b513
"Royal BC Museum - Invertebrates Collection",1,64803,34fbcf59-d9bb-47e7-9672-99e13ea8c736,"Royal British Columbia Museum",https://www.gbif.org/dataset/34fbcf59-d9bb-47e7-9672-99e13ea8c736
"Bird specimens of the Yamashina Institute for Ornithology",4475,64426,53bf6dc4-18f5-11e2-98fb-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/53bf6dc4-18f5-11e2-98fb-00145eb45e9a
"Fish Collection of Hokkaido University",250,64010,848ae956-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/848ae956-f762-11e1-a439-00145eb45e9a
"Chinese Institute of Biology - Chinese Academy of Sciences",38,63719,88dc0756-f762-11e1-a439-00145eb45e9a,"Chengdu Institute of Biology, Chinese Academy of Science",https://www.gbif.org/dataset/88dc0756-f762-11e1-a439-00145eb45e9a
"PSM Vertebrates Collection",1,63426,8eddc200-f535-4c65-9b4d-f723eafe607e,"James R. Slater Museum of Natural History",https://www.gbif.org/dataset/8eddc200-f535-4c65-9b4d-f723eafe607e
"Field Museum of Natural History (Botany) Fungi Collection",1,63156,81e6cff2-b409-417e-8c72-e1bbafb7c61f,"Field Museum",https://www.gbif.org/dataset/81e6cff2-b409-417e-8c72-e1bbafb7c61f
"Insect specimens of Iwate Prefectural Museum",844,61499,231c4696-5b2b-4702-b495-2beb86e082e4,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/231c4696-5b2b-4702-b495-2beb86e082e4
"Ornithology Collection Non Passeriformes - Royal Ontario Museum",34,61258,136560fa-9eb9-492f-866e-5bd110c52f74,"Royal Ontario Museum",https://www.gbif.org/dataset/136560fa-9eb9-492f-866e-5bd110c52f74
"Geneva Herbarium – De Candolle's Prodromus (G-DC)",5,60102,63e9e22d-a649-4087-b39e-acb1651af077,"Conservatoire et Jardin botaniques de la Ville de Genève - G",https://www.gbif.org/dataset/63e9e22d-a649-4087-b39e-acb1651af077
"Polish gene bank – passport data of plants accessions which are important in human life",1,59828,9368f520-0e2d-11de-b8e6-b8a03c50a862,"Plant Breeding and Acclimatization Institute (IHAR) - National Research Institute",https://www.gbif.org/dataset/9368f520-0e2d-11de-b8e6-b8a03c50a862
"Zoological Museum Amsterdam, University of Amsterdam (NL) - Lepidoptera_Nymphalidae_Palearctic",1,57928,562cf940-6166-11de-84bf-b8a03c50a862,"Naturalis Biodiversity Center",https://www.gbif.org/dataset/562cf940-6166-11de-84bf-b8a03c50a862
"Bird Observation Data",57245,57245,76819780-989f-11de-b4d9-b8a03c50a862,"Taiwan Biodiversity Information Facility (TaiBIF)",https://www.gbif.org/dataset/76819780-989f-11de-b4d9-b8a03c50a862
"UAZ Herpetology Collection",1,57145,96c25708-f762-11e1-a439-00145eb45e9a,"University of Arizona Museum of Natural History",https://www.gbif.org/dataset/96c25708-f762-11e1-a439-00145eb45e9a
"Field Museum of Natural History (Botany) Lichen Collection",3,56900,aec6d756-3aa8-465e-83fd-4f6ee83e693e,"Field Museum",https://www.gbif.org/dataset/aec6d756-3aa8-465e-83fd-4f6ee83e693e
"CUMV Bird Collection",33,56800,f96a6f8c-b992-4159-8039-db8f30bac985,"Cornell University Museum of Vertebrates",https://www.gbif.org/dataset/f96a6f8c-b992-4159-8039-db8f30bac985
"Waite Insect and Nematode Collection",10,56490,2a796d4b-d12f-4806-876a-4fbb5e0a63ca,"University of Adelaide",https://www.gbif.org/dataset/2a796d4b-d12f-4806-876a-4fbb5e0a63ca
"Condon Fossil Collection",45,56029,bda5b6f2-a910-48c7-8dce-6aa24ae96470,"Museum of Natural and Cultural History - University of Oregon",https://www.gbif.org/dataset/bda5b6f2-a910-48c7-8dce-6aa24ae96470
"Vertebrates of the Gothenburg Natural History Museum (GNM)",4,55816,ed3dff78-fb73-4b77-909a-b78f9ef78d34,"Gothenburg Natural History Museum (GNM)",https://www.gbif.org/dataset/ed3dff78-fb73-4b77-909a-b78f9ef78d34
"Collection Mollusca SMF",269,54566,965bbbd8-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/965bbbd8-f762-11e1-a439-00145eb45e9a
"SysTax - Herbaria",28,53209,f4419c70-614f-11e2-897a-00145eb45e9a,SysTax,https://www.gbif.org/dataset/f4419c70-614f-11e2-897a-00145eb45e9a
"Fisheries Research Laboratory, Mie University",128,53004,8498cbf2-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8498cbf2-f762-11e1-a439-00145eb45e9a
"Ouellet-Robert entomological collection (QMOR)",17,50895,ada5d0b1-07de-4dc0-83d4-e312f0fb81cb,"Université de Montréal Biodiversity Centre",https://www.gbif.org/dataset/ada5d0b1-07de-4dc0-83d4-e312f0fb81cb
"CZE National PGR Inventory",11,50682,e17d9bdc-dc88-401a-bb10-6ef560448480,"Crop Research Institute (CRI)",https://www.gbif.org/dataset/e17d9bdc-dc88-401a-bb10-6ef560448480
"CRCM Vertebrate Collection",3,50407,3a339645-d3b4-40aa-b891-f9c92dc554d8,"Charles R. Conner Museum",https://www.gbif.org/dataset/3a339645-d3b4-40aa-b891-f9c92dc554d8
"Insect specimens of Kashihara City Museum of Insect",91,50216,8491c136-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8491c136-f762-11e1-a439-00145eb45e9a
"Insect specimen database of Kanagawa Prefectural Museum of Natural History",26,50154,44191d2e-e05c-46fd-a167-3e97bcccf915,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/44191d2e-e05c-46fd-a167-3e97bcccf915
"Fungal Biodiversity Centre (CBS) - Fungi strains",246,49459,82dc5194-f762-11e1-a439-00145eb45e9a,"CBS Fungal Biodiversity Centre",https://www.gbif.org/dataset/82dc5194-f762-11e1-a439-00145eb45e9a
"SDNHM Birds Collection",1,49262,84b26828-f762-11e1-a439-00145eb45e9a,"San Diego Natural History Museum",https://www.gbif.org/dataset/84b26828-f762-11e1-a439-00145eb45e9a
"Museu de Ciències Naturals de Barcelona: MCNB-Art",3,48785,7a498826-f762-11e1-a439-00145eb45e9a,"Museu de Ciències Naturals de Barcelona",https://www.gbif.org/dataset/7a498826-f762-11e1-a439-00145eb45e9a
"Herpetology Collection - Royal Ontario Museum",1,47670,cd875b5a-b3fe-48f2-94c7-371cab1431f3,"Royal Ontario Museum",https://www.gbif.org/dataset/cd875b5a-b3fe-48f2-94c7-371cab1431f3
"Fish specimen database of Osaka Museum of Natural History",19,47502,849f0a76-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/849f0a76-f762-11e1-a439-00145eb45e9a
"Hymenoptera collection of National Museum of Nature and Science",6,46456,b63a7193-0c48-4648-a728-086157f26373,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/b63a7193-0c48-4648-a728-086157f26373
"The Taiwan Roadkill Observation Network Data Set.",44989,46416,db09684b-0fd1-431e-b5fa-4c1532fbdb14,"Taiwan Endemic Species Research Institute",https://www.gbif.org/dataset/db09684b-0fd1-431e-b5fa-4c1532fbdb14
"Insect specimens in the Museum of Nature and Human Activities, Hyogo Prefecture, Japan",17,45811,8684bbe2-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8684bbe2-f762-11e1-a439-00145eb45e9a
"Insect Collection of Natural History Museum and Institute, Chiba",20,45384,95fd949a-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95fd949a-f762-11e1-a439-00145eb45e9a
"Collection Malakologie - SNSD",9,45297,8291593c-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/8291593c-f762-11e1-a439-00145eb45e9a
"Collection Herpetology SMF",29,44530,9661bc40-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/9661bc40-f762-11e1-a439-00145eb45e9a
"Mammals housed at MHNG, Geneva",15,43857,5a659248-1f70-11e3-b2c5-00145eb45e9a,"Muséum d'histoire naturelle de la Ville de Genève - MHNG",https://www.gbif.org/dataset/5a659248-1f70-11e3-b2c5-00145eb45e9a
"CSIRO Ichthyology provider for OZCAM",58,42637,18c93d12-34fb-4d3f-903c-b77215a1dcc9,"Commonwealth Scientific and Industrial Research Organisation",https://www.gbif.org/dataset/18c93d12-34fb-4d3f-903c-b77215a1dcc9
"Bird Collection of Museum and Institute of Zoology PAS",9,42570,fdf5cc60-9fcc-11da-a90c-b8a03c50a862,"Museum and Institute of Zoology, Polish Academy of Sciences",https://www.gbif.org/dataset/fdf5cc60-9fcc-11da-a90c-b8a03c50a862
"Collection Crustacea SMF",132,42556,9668b676-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/9668b676-f762-11e1-a439-00145eb45e9a
"Lepidoptera collection of National Museum of Nature and Science",384,41646,6c4f18a9-1bb7-401b-902c-037d0ab6bb2a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/6c4f18a9-1bb7-401b-902c-037d0ab6bb2a
"Herbarium (UNA)",6,41460,84f9770e-f762-11e1-a439-00145eb45e9a,"University of Alabama Biodiversity and Systematics",https://www.gbif.org/dataset/84f9770e-f762-11e1-a439-00145eb45e9a
"Naturkundemuseum im Ottoneum Kassel, Entomological Collection",2,40926,816e9038-f762-11e1-a439-00145eb45e9a,"Naturkundemuseum im Ottoneum Kassel",https://www.gbif.org/dataset/816e9038-f762-11e1-a439-00145eb45e9a
"MEXU/Colección de Briofitas",6,40472,85042096-f762-11e1-a439-00145eb45e9a,"UNIBIO, IBUNAM",https://www.gbif.org/dataset/85042096-f762-11e1-a439-00145eb45e9a
"LSU Shirley C. Tucker Herbarium at Louisiana State University - Lichens",1,40281,de4500ba-fe61-4a51-a0c6-e01c3016c6eb,"Louisiana State University Herbarium",https://www.gbif.org/dataset/de4500ba-fe61-4a51-a0c6-e01c3016c6eb
"(Table T1) Miocene planktonic foraminiferal stratigraphy of ODP Hole 184-1148A",40260,40260,76821fef-6181-447a-bf7d-33e690be9134,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/76821fef-6181-447a-bf7d-33e690be9134
"Fish Collection of Kanagawa Prefectural Museum of Natural History",7,39700,86172abe-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/86172abe-f762-11e1-a439-00145eb45e9a
"LSUMZ Mammals Collection",1,39183,847e2306-f762-11e1-a439-00145eb45e9a,"Louisiana State University Museum of Natural Science",https://www.gbif.org/dataset/847e2306-f762-11e1-a439-00145eb45e9a
"Insectarium de Montréal (IMQC)",4,39114,3484c814-c0f1-453c-8501-50d4846c4ba6,"Insectarium de Montréal",https://www.gbif.org/dataset/3484c814-c0f1-453c-8501-50d4846c4ba6
"Pteridophyta collection of Museum of Natural and Environmental History, Shizuoka",1,38876,810bbd3c-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/810bbd3c-f762-11e1-a439-00145eb45e9a
"Herbarium Hamburgense",3,38536,85c8e444-f762-11e1-a439-00145eb45e9a,"Herbarium Hamburgense",https://www.gbif.org/dataset/85c8e444-f762-11e1-a439-00145eb45e9a
"La colección briológica del Herbario Nacional (MEXU). Actualización 2000",6,35897,27ba04cd-45b9-4f5c-b032-d1bcc584fbdd,"Comisión nacional para el conocimiento y uso de la biodiversidad",https://www.gbif.org/dataset/27ba04cd-45b9-4f5c-b032-d1bcc584fbdd
"Mollusca collection of National Museum of Nature and Science",482,35865,0991f9af-8ff9-4e34-a8b9-990bb522dc0c,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/0991f9af-8ff9-4e34-a8b9-990bb522dc0c
"NIAES Coleoptera Specimen Database",632,35559,cfbe2e7b-6e3f-4b40-96f9-07bc23a3f822,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/cfbe2e7b-6e3f-4b40-96f9-07bc23a3f822
Herpetology,26,35548,86594bf6-f762-11e1-a439-00145eb45e9a,"Academy of Natural Sciences",https://www.gbif.org/dataset/86594bf6-f762-11e1-a439-00145eb45e9a
"NMSA: Arthropod Collections (1900-2012)",9,35517,aa4916c3-3dc7-4c90-9f8e-b81d986df153,"South African National Biodiversity Institute",https://www.gbif.org/dataset/aa4916c3-3dc7-4c90-9f8e-b81d986df153
"Bryophyte herbarium, Göttingen (GOET)",250,35044,cce04086-6c7c-11e2-90ce-00145eb45e9a,"Georg-August-Universität Göttingen, Albrecht-von-Haller-Institut für Pflanzenwissenschaften, Abteilung Systematische Botanik",https://www.gbif.org/dataset/cce04086-6c7c-11e2-90ce-00145eb45e9a
"CMNH Birds Collection",4,33144,f93694b5-e994-4c07-a95f-90b14d5cf5e7,"Cleveland Museum of Natural History",https://www.gbif.org/dataset/f93694b5-e994-4c07-a95f-90b14d5cf5e7
"Paleontological Research Institution Collections",7,32991,f5783452-6ff5-4bef-8f30-9adfeba81bd7,"Paleontological Research Institution",https://www.gbif.org/dataset/f5783452-6ff5-4bef-8f30-9adfeba81bd7
"TSB Lichen Herbarium",1,32606,859c6946-f762-11e1-a439-00145eb45e9a,"Dept. Of Biology, University of Trieste",https://www.gbif.org/dataset/859c6946-f762-11e1-a439-00145eb45e9a
"Collection Bryozoa SMF",63,32508,966c9070-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/966c9070-f762-11e1-a439-00145eb45e9a
"The Brown University Foraminiferal Data Base (BFD)",26,31907,68efc55e-f762-11e1-a439-00145eb45e9a,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/68efc55e-f762-11e1-a439-00145eb45e9a
"International Fossil Shell Museum (NL) - Mollusca Collection",38,31251,fa87d03e-4959-451d-865f-ff03bb798339,"International Fossil Shell Museum",https://www.gbif.org/dataset/fa87d03e-4959-451d-865f-ff03bb798339
"National Museum of Natural Science",31020,31020,fb93fb10-f1ca-11dd-b2d4-b8a03c50a862,TELDAP,https://www.gbif.org/dataset/fb93fb10-f1ca-11dd-b2d4-b8a03c50a862
"NCSM Mollusks Collection",2,30797,51c49096-dc31-4077-b35c-4510a8ee1ee8,"North Carolina State Museum of Natural Sciences",https://www.gbif.org/dataset/51c49096-dc31-4077-b35c-4510a8ee1ee8
"Arizona State University Amphibian and Reptile Collection",9,30302,84bfc46e-f762-11e1-a439-00145eb45e9a,"Arizona State University, Global Institute for Sustainability",https://www.gbif.org/dataset/84bfc46e-f762-11e1-a439-00145eb45e9a
"Collection Crustacea - ZMB",33,30069,7b84c0a2-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/7b84c0a2-f762-11e1-a439-00145eb45e9a
"Lepidoptera specimen database of Japan",1414,30008,78f2723d-c757-42b6-9da0-19d0a53c738a,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/78f2723d-c757-42b6-9da0-19d0a53c738a
"Collection Ichthyologie - SNSD",6,30005,829277c2-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/829277c2-f762-11e1-a439-00145eb45e9a
"Museu de Ciències Naturals de Barcelona: MCNB-Cord",1,29221,71d58564-f762-11e1-a439-00145eb45e9a,"Museu de Ciències Naturals de Barcelona",https://www.gbif.org/dataset/71d58564-f762-11e1-a439-00145eb45e9a
"ARC-PPRI: National Collection of Nematodes and South African Plant-Parasitic Nematode Survey(1901-2014)",7,29137,5edbfe13-c150-43d3-ac38-729b6aeb6147,"South African National Biodiversity Institute",https://www.gbif.org/dataset/5edbfe13-c150-43d3-ac38-729b6aeb6147
"Computarización de la Colección Nacional de insectos Dr. Alfredo Barrera Marín del Museo de Historia Natural de la Ciudad de México",1,29002,7fb208ec-f762-11e1-a439-00145eb45e9a,"Comisión nacional para el conocimiento y uso de la biodiversidad",https://www.gbif.org/dataset/7fb208ec-f762-11e1-a439-00145eb45e9a
"IndOBIS, Indian Ocean Node of OBIS",29,28647,8598edb6-f762-11e1-a439-00145eb45e9a,"National Chemical Laboratory",https://www.gbif.org/dataset/8598edb6-f762-11e1-a439-00145eb45e9a
"Marine invertabrate(Mollusca) specimen database of Osaka Museum of Natural History",126,28628,8696eec0-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8696eec0-f762-11e1-a439-00145eb45e9a
"Collection Vermes - ZMB",18,28621,7b8964ea-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/7b8964ea-f762-11e1-a439-00145eb45e9a
"Collection Pisces SMF",16,28339,96582dc4-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/96582dc4-f762-11e1-a439-00145eb45e9a
"Staatliches Museum für Naturkunde Stuttgart, Herbarium",9,27351,85771146-f762-11e1-a439-00145eb45e9a,"Botanic Garden and Botanical Museum Berlin-Dahlem",https://www.gbif.org/dataset/85771146-f762-11e1-a439-00145eb45e9a
"Hemiptera (Heteroptera) collection of National Museum of Nature and Science",5232,26918,4560023d-c8cb-42d2-bfa5-2fa893f9175c,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/4560023d-c8cb-42d2-bfa5-2fa893f9175c
"MSUM Ichthyology and Herpetology Collections",1,26841,847bbbde-f762-11e1-a439-00145eb45e9a,"Michigan State University Museum",https://www.gbif.org/dataset/847bbbde-f762-11e1-a439-00145eb45e9a
"Harold W. Manter Laboratory of Parasitology Collection",1,26111,8117733e-f762-11e1-a439-00145eb45e9a,Arctos,https://www.gbif.org/dataset/8117733e-f762-11e1-a439-00145eb45e9a
"CSIC-Real Jardín Botánico-Colección de Musgos (MA-Musci)",12,25140,8346c3a8-f762-11e1-a439-00145eb45e9a,"CSIC-Real Jardín Botánico",https://www.gbif.org/dataset/8346c3a8-f762-11e1-a439-00145eb45e9a
"CABI Bioscience Genetic Resource Collection",66,24958,832282e0-f762-11e1-a439-00145eb45e9a,"CABI (Centre for Agriculture and Biosciences International)",https://www.gbif.org/dataset/832282e0-f762-11e1-a439-00145eb45e9a
"The Fish Database of Taiwan",22191,24955,b7dd8170-98a0-11de-b4d9-b8a03c50a862,TELDAP,https://www.gbif.org/dataset/b7dd8170-98a0-11de-b4d9-b8a03c50a862
"Jardin botanique de Montréal (JBM)",2,24583,7a7244fc-13b9-43ee-93c9-0d5c4457a86a,"Jardin Botanique de Montréal",https://www.gbif.org/dataset/7a7244fc-13b9-43ee-93c9-0d5c4457a86a
"Insect specimens of Ryukyu University Museum (Fujukan)",62,24333,956c26d2-d114-421f-bf02-e9088a805a74,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/956c26d2-d114-421f-bf02-e9088a805a74
"Molluscus specimens of Toyohashi Museum of Natural History",677,23774,810e15d2-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/810e15d2-f762-11e1-a439-00145eb45e9a
"ARC-PPRI: National Collection Of Fungi(1817-2009)",12,22811,c5843752-6eae-4869-ba5c-b5fe0996cfca,"South African National Biodiversity Institute",https://www.gbif.org/dataset/c5843752-6eae-4869-ba5c-b5fe0996cfca
"University of Tennessee at Chattanooga",5,22785,b65c0886-3c24-4ead-a93a-b89d2a676b10,"University of Tennessee - Chattanooga (UTC)",https://www.gbif.org/dataset/b65c0886-3c24-4ead-a93a-b89d2a676b10
"CUMV Mammal Collection",2,22551,35720b3e-aded-4b83-b4f1-967f1d457d6a,"Cornell University Museum of Vertebrates",https://www.gbif.org/dataset/35720b3e-aded-4b83-b4f1-967f1d457d6a
"DSMZ Prokarya Collection Catalogue",163,22227,863efcc4-f762-11e1-a439-00145eb45e9a,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures",https://www.gbif.org/dataset/863efcc4-f762-11e1-a439-00145eb45e9a
"Global compendium of Aedes albopictus occurrence",15336,22137,33614778-513a-4ec0-814d-125021cca5fe,"Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow",https://www.gbif.org/dataset/33614778-513a-4ec0-814d-125021cca5fe
"FBIP:ELM: Malacology Collections",100,21898,85487457-e02f-4dee-95ea-8dc0d220c52d,"South African National Biodiversity Institute",https://www.gbif.org/dataset/85487457-e02f-4dee-95ea-8dc0d220c52d
"Osaka Prefectural Minoh Park Insects Museum",89,21678,8499f554-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8499f554-f762-11e1-a439-00145eb45e9a
"Molluscan specimen database of Kanagawa Prefectural Museum of Natural History",66,21000,95eff7ea-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95eff7ea-f762-11e1-a439-00145eb45e9a
pins,1,20755,ff01c14e-06ce-47b6-8ea0-316cfb8fcff7,"IRD - Institute of Research for Development",https://www.gbif.org/dataset/ff01c14e-06ce-47b6-8ea0-316cfb8fcff7
"Global compendium of Aedes aegypti occurrence",9501,19929,d4eb19bc-fdce-415f-9a61-49b036009840,"Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow",https://www.gbif.org/dataset/d4eb19bc-fdce-415f-9a61-49b036009840
"Insect specimens of Himeji City Science Museum",566,19866,10a9ffed-8062-454b-bd7e-9c36b4006728,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/10a9ffed-8062-454b-bd7e-9c36b4006728
"Collection Aves (bird skeletons) SMF",12,19862,96653d3e-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/96653d3e-f762-11e1-a439-00145eb45e9a
"LSUMZ Herp Tissues",48,19733,807747cb-d128-4029-af64-9f4ba53c4285,"Louisiana State University Museum of Natural Science",https://www.gbif.org/dataset/807747cb-d128-4029-af64-9f4ba53c4285
"Collection Thysanoptera SMF",14,19645,96703220-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/96703220-f762-11e1-a439-00145eb45e9a
"Oregon State Ichthyology Collection",2,19425,b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947,"Oregon State University",https://www.gbif.org/dataset/b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947
"FBIP:IZIKO-UCT:Historical Survey (1930-1980)",6,19198,2429f28c-dc43-40e7-92f6-49206e0729fb,"South African National Biodiversity Institute",https://www.gbif.org/dataset/2429f28c-dc43-40e7-92f6-49206e0729fb
"Herbarium Specimens of Bonin and Ryukyu Islands",9,18959,c4c03087-8d21-48ac-ae64-8ef7cbb9eeb6,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/c4c03087-8d21-48ac-ae64-8ef7cbb9eeb6
"Crustacean collection of the National Museum of Nature and Science",52,18924,44e8b95a-1850-4507-8fa0-a3a07f5dd936,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/44e8b95a-1850-4507-8fa0-a3a07f5dd936
"UCBG TAPIR Provider",147,18900,51b92d4e-556f-4a05-bc5c-bfe982ee1156,"Berkeley Natural History Museums",https://www.gbif.org/dataset/51b92d4e-556f-4a05-bc5c-bfe982ee1156
"Museo Nacional de Ciencias Naturales, Colección de Malacología: MNCN-Malac",15,18856,8386db32-f762-11e1-a439-00145eb45e9a,"Spanish National Museum of Natural Sciences (CSIC)",https://www.gbif.org/dataset/8386db32-f762-11e1-a439-00145eb45e9a
"Cercle des mycologues de Montréal Fungarium (CMMF)",1,18567,21705170-d2b6-42de-8904-c3bca4b83591,"Université de Montréal Biodiversity Centre",https://www.gbif.org/dataset/21705170-d2b6-42de-8904-c3bca4b83591
"Collection Polychaeta SMF",1,18524,965e401a-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/965e401a-f762-11e1-a439-00145eb45e9a
"Hokkaido University Coleoptera Collection",353,18354,c9c4b765-59ed-4e7b-bbb8-9205f66f288c,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/c9c4b765-59ed-4e7b-bbb8-9205f66f288c
"UAZ Bird Collection",2,18120,96c383a8-f762-11e1-a439-00145eb45e9a,"University of Arizona Museum of Natural History",https://www.gbif.org/dataset/96c383a8-f762-11e1-a439-00145eb45e9a
"Fish Collection of Yokosuka City Museum",53,18058,84899ff6-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/84899ff6-f762-11e1-a439-00145eb45e9a
"Endemic Species Research Institute–Herbarium",15408,17715,bc76c690-60a3-11de-a447-b8a03c50a862,TELDAP,https://www.gbif.org/dataset/bc76c690-60a3-11de-a447-b8a03c50a862
"LSUMZ (LSU MNS) Fishes Collection",448,17672,8a1073ce-54a4-4712-89a6-e14d82836d9e,"Louisiana State University Museum of Natural Science",https://www.gbif.org/dataset/8a1073ce-54a4-4712-89a6-e14d82836d9e
"DORSA - German Orthoptera Collections",75,17485,8ea44a78-c6af-11e2-9b88-00145eb45e9a,SysTax,https://www.gbif.org/dataset/8ea44a78-c6af-11e2-9b88-00145eb45e9a
"Collection Herpetologie - SNSD",25,17206,8286cf26-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/8286cf26-f762-11e1-a439-00145eb45e9a
"Crustacean specimen database of Kanagawa Prefectural Museum of Natural History",42,17000,95fed08a-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95fed08a-f762-11e1-a439-00145eb45e9a
"Genebank, National Institute of Agrobiological Sciences",5,16809,ad10d89e-868d-4b9e-ab4e-96e35b19a309,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/ad10d89e-868d-4b9e-ab4e-96e35b19a309
"Shellfish specimens of the Nishinomiya Shell Museum, Japan",1051,16522,81287cb0-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/81287cb0-f762-11e1-a439-00145eb45e9a
"Fungi specimen database of Kanagawa Prefectural Museum of Natural History",93,16289,96001198-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/96001198-f762-11e1-a439-00145eb45e9a
"Hemiptera (Homoptera) collection of National Museum of Nature and Science",998,16246,c81d08e2-e648-4ffc-aec9-35ca10e570bb,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/c81d08e2-e648-4ffc-aec9-35ca10e570bb
"The Suguru Igarashi Insect Collection (Lepidoptera: Papilionidae & Pieridae) of The University Museum, The University of Tokyo",807,16052,508263bf-7557-40d4-b839-59d125ceca5b,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/508263bf-7557-40d4-b839-59d125ceca5b
"Algae (S)",2,15953,40d2de00-0c6e-11dd-84d2-b8a03c50a862,GBIF-Sweden,https://www.gbif.org/dataset/40d2de00-0c6e-11dd-84d2-b8a03c50a862
"Amphibians and Reptiles collection at the Natural History Museum of Denmark (SNM)",26,15835,cb643105-2e6b-403d-a23b-2c8128d1f97c,"Zoological Museum, Natural History Museum of Denmark",https://www.gbif.org/dataset/cb643105-2e6b-403d-a23b-2c8128d1f97c
"Gunma Museum of Natural History, Insect Specimen",278,15752,95f74c02-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95f74c02-f762-11e1-a439-00145eb45e9a
"Bird Specimens in the Museum of Nature and Human Activities, Hyogo, Japan",1721,15382,71db3522-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/71db3522-f762-11e1-a439-00145eb45e9a
